name,city,state,type,fees_ug_inr,placement_avg_lpa,rating,nirf_rank
SRCC Delhi,New Delhi,Delhi,Government,45000,10,7,
Sree Chitra Thirunal College of Engineering,,Kerala,Engineering,62668,8.3,8,
Sree Vidyanikethan Engineering College,,Andhra Pradesh,Engineering,280000,8.4,8.5,
Sreenidhi Institute of Science and Technology,,Telangana,Engineering,520000,7.7,7.6,
Sri Aurobindo Institute of Medical Sciences,Indore,Madhya Pradesh,Private,1625700,6.5,6.5,
Sri Balaji Vidyapeeth Mahatma Gandhi Medical College,Puducherry,Puducherry,University,200000,7,7,68
"Sri Chakra Maritime College, Pondicherry",,Puducherry,Engineering,150000,6,6.5,
Sri Guru Granth Sahib World University,Fatehgarh Sahib,Punjab,Private,68000,13,8.8,
Sri Guru Ram Das Institute of Medical Sciences & Research,Amritsar,Punjab,Private,1042000,6.5,6.5,
Sri Guru Ram Das University of Health Sciences,Amritsar,Punjab,Private,4554000,6.5,6.5,
Sri Jayachamarajendra College of Engineering,,Karnataka,Engineering,475000,8.7,8.3,
Sri Krishna College of Engineering and Technology,,Tamil Nadu,Engineering,50000,8.2,8.1,
"Sri Manakula Vinayagar Engineering College, Pondicherry",,Puducherry,Engineering,40000,8.1,7.5,
"Sri Manakula Vinayagar Polytechnic College, Pondicherry",,Puducherry,Engineering,17500,6,6.5,
Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,University,200000,10,7,55
Sri Ramakrishna Engineering College,,Tamil Nadu,Engineering,55000,8.3,8.1,
Sri Sai College of Education,Pathankot,Punjab,Private,44000,6.5,6.5,
Sri Sai University,,Himachal Pradesh,Engineering,90000,6.8,7.4,
"Sri Sairam Engineering College, Chennai",,Tamil Nadu,Engineering,50000,7.9,7.7,
Sri Vasavi Engineering College,,Andhra Pradesh,Engineering,189000,7.6,7.9,
Sri Venkateswara University,Tirupati,Andhra Pradesh,University,65000,8.1,7,87
"Sri Venkateswara University College of Engineering, Tirupati",,Andhra Pradesh,Engineering,16395,6.9,7.8,
"SRM Engineering College, Kanchipuram",,Tamil Nadu,Engineering,260000,7.1,7.2,
SRM Institute of Science and Technology Kattankulathur,Chennai,Tamil Nadu,Private,350000,7.58,7.8,
SRM University AP Amaravati,Amaravati,Andhra Pradesh,Private,350000,7,6.5,
"SRM University Delhi NCR, Sonepat",Sonepat,Haryana,Engineering,272000,7.6,7.8,
"SRM University Sikkim, Gangtok",,Sikkim,Engineering,225000,8.3,8.1,
SS Jain Subodh PG College,Jaipur,Rajasthan,Private,25500,6.5,6.5,
SSM College of Engineering and Technology,Baramulla,Jammu & Kashmir,Private,49000,6.5,6.9,
SSN College of Engineering,Chennai,Tamil Nadu,Private,50000,9,8.6,
St Aloysius College,Jabalpur,Madhya Pradesh,Private,24545,6.5,6.5,
St Bede's College,Shimla,Himachal Pradesh,Private,26988,6.5,6.5,
St Joseph's University,Bangalore,Karnataka,Private,20000,6.5,6.5,
"St Martin's Engineering College, Secunderabad",,Telangana,Engineering,80000,7.7,7.7,
St Wilfred's PG College,Jaipur,Rajasthan,Private,54500,6.5,6.5,
St. Andrews Institute of Technology and Management,,Haryana,Engineering,92000,8.6,8.7,
"St. Joseph College Of Engineering, Kanchipuram",,Tamil Nadu,Engineering,60000,8,8,
St. Joseph's College of Commerce,Bangalore,Karnataka,Private,136000,30,8.5,
St. Thomas College of Engineering and Technology-,,Kerala,Engineering,58150,7.8,8.3,
"St.Joseph University, Dimapur",,Nagaland,Engineering,123000,8.1,8.1,
"Starex University, Gurgaon",,Haryana,Engineering,80000,8.5,8.8,
Sumandeep Vidyapeeth,Vadodara,Gujarat,Private,2300000,10,7,
SunRise University,,Delhi NCR,Engineering,72200,7.9,8.1,
Supaul College of Engineering,,Bihar,Engineering,150000,6,6.5,
Suresh Gyan Vihar University,,Rajasthan,Engineering,140000,6.3,7.5,
"Sushant University / Ansal University, Gurgaon",,Haryana,Engineering,241120,7,7.8,
SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,University,302000,18,7,49
"Swami Keshvanand Institute of Technology, Management and",,Rajasthan,Engineering,98900,8,7.8,
Swami Rama Himalayan University,,Uttarakhand,Engineering,212250,7.1,7,
Swami Vishwatamanand Saraswati Degree College,Rajauri,Jammu & Kashmir,Private,350000,6.5,6.5,
Swami Vivekanand Group Of Institutes,,Chandigarh,Engineering,88960,8.1,8.5,
Swami Vivekanand Industrial Training Centre,,Chandigarh,Engineering,15960,6,6.5,
Swami Vivekanand Institute of Engineering & Technology,Chandigarh,Chandigarh,Private,105000,60,7.6,
Swami Vivekanand Polytechnic College,,Chandigarh,Engineering,32840,6,6.5,
"Swami Vivekanand University, Sagar",,Madhya Pradesh,Engineering,44000,5.6,6.3,
Symbiosis International,Pune,Maharashtra,University,200000,12,8.5,31
Tamil Nadu Agricultural University,Coimbatore,Tamil Nadu,University,200000,6.5,7,84
Tamil Nadu Veterinary and Animal Sciences University,,Tamil Nadu,Engineering,21415,8.2,8.3,
"Tantia University, Sriganganagar",,Rajasthan,Engineering,30000,7.1,8.6,
Tata Institute of Social Sciences,Mumbai,Maharashtra,University,320000,12,8.8,58
Taxila Business School,Jaipur,Rajasthan,Private,960000,25.8,8.5,
Techno College of Engineering Agartala,,Tripura,Engineering,98000,7.8,8,
"Techno India Salt Lake, Kolkata",,West Bengal,Engineering,483800,7.6,7.5,
"Techno India University, Kolkata",,West Bengal,Engineering,89200,7.8,8,
Teerthanker Mahaveer Medical College and Research Center,Moradabad,Uttar Pradesh,Private,2000000,6.5,6.5,
Tezpur University,Tezpur,Assam,University,58186,8,7,69
"Tezpur University, School of Engineering Tezpur, Sonitpur",,Assam,Engineering,47186,6.7,8.1,
Thakur College of Engineering and Technology,,Maharashtra,Engineering,147500,7.9,8.2,
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,University,508000,11.25,8.5,29
THDC Institute of Hydro Power Engineering and,,Uttarakhand,Engineering,73500,5.6,6.9,
The Business School University of Jammu,Jammu,Jammu & Kashmir,Government,57219,6.5,7,
The Global Open University,,Nagaland,Engineering,6525,7.3,7.8,
"The Global University, Itanagar",,Arunachal Pradesh,Engineering,90000,6,6.5,
The LNM Institute of Information Technology,Jaipur,Rajasthan,Private,531400,12,6.5,
The Neotia University,,West Bengal,Engineering,144000,7.8,8.2,
"Thejus Engineering College, Thrissur",,Kerala,Engineering,88400,7.1,8,
Thiagarajar College of Engineering,,Tamil Nadu,Engineering,50000,8.7,8.6,
TIFR Mumbai,Mumbai,Maharashtra,Central University,0,20,9.2,
TKM College of Engineering,,Kerala,Engineering,8410,7.8,8.4,
"Tomi Polytechnic College, Basar",,Arunachal Pradesh,Engineering,45000,6,6.5,
"Trident Academy of Technology, Bhubaneswar",,Odisha,Engineering,108300,7.9,8,
"Trinity College of Engineering, Trivendrum",,Kerala,Engineering,75000,6.1,6.8,
"Tripura Institute of Technology, Agartala",,Tripura,Engineering,12180,6.8,7.6,
"Tripura University, West Tripura",,Tripura,Engineering,55300,6,7.5,
"TTAADC Polytechnic Institute, West Tripura",,Tripura,Engineering,6750,6,6.5,
Tula's Institute,Dehradun,Uttarakhand,Private,186000,36.5,8.5,
"Tula's Institute, Dehradun",,Uttarakhand,Engineering,112500,7.4,7.8,
"Tura Polytechnic College, Tura",,Meghalaya,Engineering,3516,6,6.5,
UEI Global,Lucknow,Uttar Pradesh,Private,300000,24,8.5,
Ujjain Engineering College,,Madhya Pradesh,Engineering,22751,6.4,6.7,
"Uka Tarsadia University, Bardoli",,Gujarat,Engineering,94000,6.9,8.1,
UNIRAJ- University of Rajasthan,Jaipur,Rajasthan,Government,2320,6.5,7,
"Universal Polytechnic College, Chandigarh",,Chandigarh,Engineering,150000,6,6.5,
"University Business School, Panjab University",Chandigarh,Chandigarh,Government,23945,24,8.5,
"University College of Engineering and Technology, Vinoba",,Jharkhand,Engineering,65100,6.1,7,
"University Institute of Engineering and Technology, Maharshi",,Haryana,Engineering,74288,5.7,7.2,
"University Institute of Information Technology, Himachal Pradesh University",Shimla,Himachal Pradesh,Government,122010,8,7.1,
"University Institute of Legal Studies, Panjab University",Chandigarh,Chandigarh,Government,88580,6.5,7,
"University Institute of Technology, Rajiv Gandhi Proudyogiki",,Madhya Pradesh,Engineering,23920,6.3,6.9,
"University Institute of Technology, University Of Burdwan",,West Bengal,Engineering,71200,5.4,6.5,
"University Institute of Tourism and Hospitality Management, Chandigarh University",Chandigarh,Chandigarh,Private,170500,25,8.5,
University of Agricultural Sciences,Bengaluru,Karnataka,University,200000,7,7,90
University of Delhi,Delhi,Delhi,University,21390,10,8.5,6
"University of Delhi, Department of Financial Studies",New Delhi,Delhi NCR,Government,48500,32,8.5,
University of Hyderabad,Hyderabad,Telangana,University,200000,10,8.5,17
University of Jammu,Jammu,Jammu & Kashmir,University,21380,7,7,50
University of Kashmir,Srinagar,Jammu & Kashmir,University,9998,7,7,45
University of Lucknow,Lucknow,Uttar Pradesh,University,200000,7.5,7,97
University of Madras,Chennai,Tamil Nadu,University,75116,8.8,7,39
University of Petroleum and Energy Studies,,Uttarakhand,Engineering,1604500,7.7,8.1,
University School of Law and Legal Studies,New Delhi,Delhi NCR,Government,167500,6.5,7,
UPES,Dehradun,Uttarakhand,University,200000,9,7,46
UPES Dehradun,Dehradun,Uttarakhand,Private,350000,9,7.8,
"UPES, School of Business",Dehradun,Uttarakhand,Private,842000,29,8.5,
"UPES, School of Engineering",Dehradun,Uttarakhand,Private,282000,9,7.5,
Uttaranchal University,Dehradun,Uttarakhand,Private,141980,6.5,6.5,
Vaagdevi College of Engineering,,Telangana,Engineering,86000,7.5,7.8,
Vallurupalli Nageswara Rao Vignana Jyothi Institute of,,Telangana,Engineering,131000,8.4,8.4,
Vardhaman College of Engineering,,Telangana,Engineering,125000,8.1,8.1,
Vardhman Institute of Medical Sciences,Nalanda,Bihar,Government,29800,6.5,7,
Vardhman Mahavir Medical College,New Delhi,Delhi NCR,Government,57000,6.5,7,
Vasavi College of Engineering,,Telangana,Engineering,130000,8.8,8,
Veer Chandra Singh Garhwali Government Institute Of Medical Science and Research,Srinagar,Uttarakhand,Government,225000,6.5,7,
Veer Narmad South Gujarat University,Surat,Gujarat,Government,34435,6.5,7,
Veer Surendra Sai University of Technology,,Odisha,Engineering,91280,7.7,7.9,
Veermata Jijabai Technological Institute,,Maharashtra,Engineering,84051,8.7,7.9,
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,University,200000,6,7,96
"VEL Tech, Chennai",,Tamil Nadu,Engineering,50000,8.3,8.2,
Velagapudi Ramakrishna Siddhartha Engineering College,,Andhra Pradesh,Engineering,71050,8.2,8.2,
Vellore Institute of Technology,Vellore,Tamil Nadu,University,198000,9.9,7,10
Venkateshwara Open University,,Arunachal Pradesh,Engineering,10000,7.8,7.9,
VGU Faculty of Engineering & Technology,Jaipur,Rajasthan,Private,210000,54,8.5,
Vidya Memorial Institute of Technology,,Jharkhand,Engineering,53400,8,7.5,
Vidya Vihar Institute of Technology,,Bihar,Engineering,75000,6.8,7,
"Vignan Institute of Technology And Management, Berhampur",,Odisha,Engineering,58000,5.9,7.7,
"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,University,250000,7,7,72
Vinayaka Missions Sikkim University,,Sikkim,Engineering,150000,7.5,7.8,
Vishwakarma Government Engineering College,Ahmedabad,Gujarat,Government,1500,23,7.9,
Vishwakarma Institute of Information Technology,,Maharashtra,Engineering,164000,8,7.8,
"Vishwakarma Institute of Technology, Pune",,Maharashtra,Engineering,179895,7.8,7.5,
Visvesvaraya National Institute of Technology,,Maharashtra,Engineering,149200,7.7,8.1,
Visvesvaraya Technological University,Belgaum,Karnataka,University,200000,8.5,7,75
VIT AP Amaravati,Amaravati,Andhra Pradesh,Private,350000,9,7.8,
VIT Bhopal,Bhopal,Madhya Pradesh,Private,201000,11,7.8,
"VIT Bhopal University, Bhopal",,Madhya Pradesh,Engineering,198000,8.1,7.9,
VIT Chennai,Chennai,Tamil Nadu,Private,350000,9.9,6.5,
VIT University,,Andhra Pradesh,Engineering,198000,8.4,8.2,
VIT Vellore,Vellore,Tamil Nadu,Private,198000,7.5,8.2,14
Vivekananda Global University,Jaipur,Rajasthan,Private,185000,46,8.5,
VJTI Mumbai,Mumbai,Maharashtra,Government,110000,10,8.2,
Walchand College of Engineering,,Maharashtra,Engineering,84935,8.8,8.3,
Wildlife Institute of India,Dehradun,Uttarakhand,Government,1210000,6.5,7,
William Carey University,,Meghalaya,Engineering,106000,8.1,8.5,
Women Institute of Technology,,Uttarakhand,Engineering,75500,6.7,7.9,
Women’s Polytechnic College,,Puducherry,Engineering,6000,6,6.5,
World University of Design,Sonepat,Haryana,Private,320000,12.5,7.5,
Woxsen University,Hyderabad,Telangana,Private,900000,7.5,6.5,
Xavier University,,Odisha,Engineering,308000,6.8,8.2,
XLRI - Xavier School Of Management Delhi-NCR Campus,Jhajjar,Haryana,Private,2590000,26.2,8.5,
XLRI Jamshedpur,Jamshedpur,Jharkhand,Private,3060000,31.08,9,
YBN University,,Jharkhand,Engineering,69600,8.3,8.2,
Yenepoya University,Mangaluru,Karnataka,University,200000,7,7,95
Yeshwantrao Chavan College of Engineering,,Maharashtra,Engineering,151801,7.2,7.6,
Yogananda College of Engineering & Technology,Jammu,Jammu & Kashmir,Private,58703,6.5,5.7,
Zakir Husain Delhi College,New Delhi,Delhi NCR,Government,19273,6.5,7,
Zakir Hussain College of Engineering and Technology,Aligarh,Uttar Pradesh,Government,18990,6.5,7,
